Formula,identifier,MG?
Al15Ni20Zr65,AM,TRUE
Al15Ni25Zr60,AM,TRUE
Al15Ni30Zr55,AM,TRUE
Al15Ni35Zr50,AM,TRUE
Al15Ni40Zr45,AM,TRUE
Al15Ni45Zr40,AM,TRUE
Al15Ni50Zr35,AM,TRUE
Al15Ni55Zr30,AM,TRUE
Al20Ni10Zr70,AM,TRUE
Al20Ni15Zr65,AM,TRUE
Al20Ni20Zr60,AM,TRUE
Al20Ni25Zr55,AM,TRUE
Al20Ni30Zr50,AM,TRUE
Al20Ni35Zr45,AM,TRUE
Al20Ni40Zr40,AM,TRUE
Al20Ni45Zr35,AM,TRUE
Al20Ni50Zr30,AM,TRUE
Al25Ni5Zr70,AM,TRUE
Al25Ni10Zr65,AM,TRUE
Al25Ni15Zr60,AM,TRUE
Al25Ni20Zr55,AM,TRUE
Al25Ni25Zr50,AM,TRUE
Al25Ni30Zr45,AM,TRUE
Al25Ni35Zr40,AM,TRUE
Al25Ni40Zr35,AM,TRUE
Al25Ni45Zr30,AM,TRUE
Al30Ni15Zr55,AM,TRUE
Al30Ni20Zr50,AM,TRUE
Al30Ni25Zr45,AM,TRUE
Al30Ni30Zr40,AM,TRUE
Al30Ni35Zr35,AM,TRUE
Al30Ni40Zr30,AM,TRUE
Al35Ni20Zr45,AM,TRUE
Al35Ni35Zr30,AM,TRUE
Al45Ni10Zr45,AM,TRUE
Al60Ni20Zr20,AM,TRUE
Al65Ni20Zr15,AM,TRUE
Al70Ni20Zr10,AM,TRUE
Al5Ni85Zr10,AC,FALSE
Al70Ni15Zr15,AC,FALSE
Al70Ni25Zr5,AC,FALSE
Al5Ni10Zr85,CR,FALSE
Al10Ni5Zr85,CR,FALSE
Al10Ni70Zr20,CR,FALSE
Al10Ni80Zr10,CR,FALSE
Al20Ni0Zr80,CR,FALSE
Al20Ni60Zr20,CR,FALSE
Al20Ni70Zr10,CR,FALSE
Al25Ni0Zr75,CR,FALSE
Al30Ni0Zr70,CR,FALSE
Al30Ni10Zr60,CR,FALSE
Al30Ni50Zr20,CR,FALSE
Al30Ni60Zr10,CR,FALSE
Al35Ni5Zr60,CR,FALSE
Al40Ni10Zr50,CR,FALSE
Al40Ni20Zr40,CR,FALSE
Al40Ni30Zr30,CR,FALSE
Al40Ni40Zr20,CR,FALSE
Al40Ni50Zr10,CR,FALSE
Al50Ni10Zr40,CR,FALSE
Al50Ni20Zr30,CR,FALSE
Al50Ni30Zr20,CR,FALSE
Al50Ni40Zr10,CR,FALSE
Al60Ni10Zr30,CR,FALSE
Al60Ni20Zr20,CR,FALSE
Al70Ni10Zr20,CR,FALSE
Al70Ni30Zr0,CR,FALSE
Al80Ni10Zr10,CR,FALSE
Al80Ni20Zr0,CR,FALSE
Al90Ni5Zr5,CR,FALSE
Al90Ni10Zr0,CR,FALSE
Al0Ni36Zr64,AM,TRUE
Al5Ni34.2Zr60.8,AM,TRUE
Al10Ni32.4Zr57.6,AM,TRUE
Al0Ni18Zr82,AM,TRUE
Al0Ni20Zr80,AM,TRUE
Al0Ni68Zr32,AM,TRUE
Al1Ni16Zr83,AM,TRUE
Al2Ni14Zr84,AM,TRUE
Al2Ni66Zr32,AM,TRUE
Al4Ni12Zr84,AM,TRUE
Al5Ni10Zr85,AM,TRUE
Al6Ni64Zr30,AM,TRUE
Al8Ni8Zr84,AM,TRUE
Al9Ni62Zr29,AM,TRUE
Al11Ni6Zr83,AM,TRUE
Al11Ni60Zr29,AM,TRUE
Al13Ni58Zr29,AM,TRUE
Al14Ni4Zr82,AM,TRUE
Al16Ni56Zr28,AM,TRUE
Al18Ni2Zr80,AM,TRUE
Al18Ni54Zr28,AM,TRUE
Al20Ni2Zr78,AM,TRUE
Al20Ni52Zr28,AM,TRUE
Al22Ni2Zr76,AM,TRUE
Al22Ni50Zr28,AM,TRUE
Al24Ni2Zr74,AM,TRUE
Al24Ni48Zr28,AM,TRUE
Al26Ni4Zr70,AM,TRUE
Al26Ni8Zr66,AM,TRUE
Al26Ni46Zr28,AM,TRUE
Al27Ni6Zr67,AM,TRUE
Al27Ni10Zr63,AM,TRUE
Al28Ni12Zr60,AM,TRUE
Al28Ni44Zr28,AM,TRUE
Al30Ni14Zr56,AM,TRUE
Al30Ni42Zr28,AM,TRUE
Al32Ni16Zr52,AM,TRUE
Al32Ni20Zr48,AM,TRUE
Al32Ni40Zr28,AM,TRUE
Al33Ni22Zr45,AM,TRUE
Al33Ni38Zr29,AM,TRUE
Al34Ni20Zr46,AM,TRUE
Al34Ni24Zr42,AM,TRUE
Al34Ni34Zr32,AM,TRUE
Al34Ni36Zr30,AM,TRUE
Al35Ni26Zr39,AM,TRUE
Al35Ni32Zr33,AM,TRUE
Al36Ni28Zr36,AM,TRUE
Al36Ni30Zr34,AM,TRUE
Al57Ni26Zr17,AM,TRUE
Al57Ni28Zr15,AM,TRUE
Al57Ni30Zr13,AM,TRUE
Al57Ni32Zr11,AM,TRUE
Al58Ni32Zr10,AM,TRUE
Al59Ni24Zr17,AM,TRUE
Al59Ni32Zr9,AM,TRUE
Al60Ni22Zr18,AM,TRUE
Al62Ni20Zr18,AM,TRUE
Al62Ni30Zr8,AM,TRUE
Al64Ni28Zr8,AM,TRUE
Al65Ni18Zr17,AM,TRUE
Al66Ni26Zr8,AM,TRUE
Al68Ni24Zr8,AM,TRUE
Al70Ni16Zr14,AM,TRUE
Al70Ni22Zr8,AM,TRUE
Al73Ni20Zr7,AM,TRUE
Al74Ni14Zr12,AM,TRUE
Al76Ni18Zr6,AM,TRUE
Al78Ni12Zr10,AM,TRUE
Al79Ni16Zr5,AM,TRUE
Al81Ni10Zr9,AM,TRUE
Al82Ni14Zr4,AM,TRUE
Al84Ni8Zr8,AM,TRUE
Al86Ni12Zr2,AM,TRUE
Al88Ni7Zr5,AM,TRUE
Al88Ni10Zr2,AM,TRUE
Al89Ni9Zr2,AM,TRUE
Al20Ni25Zr55,AM,TRUE
Al10Ni25Zr65,AM,TRUE
Al0Ni90Zr10,AM,TRUE
Al2Ni88Zr10,AM,TRUE
Al5Ni85Zr10,AM,TRUE
Al0Ni90Zr10,AC,FALSE
Al5Ni85Zr10,CR,FALSE
Al10Ni80Zr10,CR,FALSE
Al15Ni75Zr10,CR,FALSE
Al15Ni25Zr60,AM,TRUE
Al0Si13Zr87,AM,TRUE
Al0Si15Zr85,AM,TRUE
Al0Si17Zr83,AM,TRUE
Al8Si7Zr85,AM,TRUE
Au22.5B10Er67.5,AM,TRUE
Au22.5B10Gd67.5,AM,TRUE
Au25B0Gd75,AM,TRUE
Au18B10Pr72,AM,TRUE
Au22.5B10Pr67.5,AM,TRUE
Al22.5B10Tb67.5,AM,TRUE
Al25B0Tb75,AM,TRUE
Au22.75Cu68.25La9,AM,TRUE
Au44.5Cu44.5La11,AM,TRUE
Au45Cu45La10,AM,TRUE
Au45.5Cu45.5La9,AM,TRUE
Au54.6Cu36.4La9,AM,TRUE
Au0Cu30Mg70,AM,TRUE
Au1Cu29Mg70,AM,TRUE
Au3Cu27Mg70,AM,TRUE
Au9Cu21Mg70,AM,TRUE
Au76.89Ge13.66Si9.45,AM,TRUE
Au77Ge14Si9,AM,TRUE
Au53.2Pb27.5Sb19.3,AM,TRUE
Au55Pb22.5Sb22.5,AM,TRUE
Au0Pd79Si21,AM,TRUE
Au0Pd80Si20,AM,TRUE
Au0Pd82Si18,AM,TRUE
Au0Pd84Si16,AM,TRUE
Au0Pd85Si15,AM,TRUE
Au3.5Pd80Si16.5,AM,TRUE
Au3.5Pd80.5Si16,AM,TRUE
Au4Pd75Si21,AM,TRUE
Au4Pd76Si20,AM,TRUE
Au4Pd78Si18,AM,TRUE
Au4Pd79Si17,AM,TRUE
Au4Pd81Si15,AM,TRUE
Au6Pd78Si16,AM,TRUE
Au7Pd73Si20,AM,TRUE
Au9Pd75Si16,AM,TRUE
Au12Pd68Si20,AM,TRUE
Au12Pd71Si17,AM,TRUE
Au66Pd16Si18,AM,TRUE
Au7.5Pd76Si16.5,AM,TRUE
Au4Pd79.5Si16.5,AM,TRUE
Au1.7Pd81.8Si16.5,AM,TRUE
Au4.2Pd79.3Si16.5,AM,TRUE
Au6.7Pd76.8Si16.5,AM,TRUE
Au10Pd73.5Si16.5,AM,TRUE
Au12.5Pd71Si16.5,AM,TRUE
Au15Pd68.5Si16.5,AM,TRUE
Au20.9Pd62.6Si16.5,CR,FALSE
Au0Pd82Si18,AM,TRUE
Au0Pd83.5Si16.5,AM,TRUE
Au1Pd81Si18,AM,TRUE
Au2Pd80Si18,AM,TRUE
Au2Pd81.5Si16.5,AM,TRUE
Au3Pd79Si18,AM,TRUE
Au3Pd80.5Si16.5,AM,TRUE
Au4Pd78Si18,AM,TRUE
Au4Pd79.5Si16.5,AM,TRUE
Au5Pd78.5Si16.5,AM,TRUE
Au6Pd76Si18,AM,TRUE
Au6Pd77.5Si16.5,AM,TRUE
Au7Pd76.5Si16.5,AM,TRUE
Au10Pd72Si18,AM,TRUE
Au10Pd73.5Si16.5,AM,TRUE
Au2Pd80Si18,AM,TRUE
Au4Pd78Si18,AM,TRUE
Au6Pd76Si18,AM,TRUE
Au8Pd74Si18,AM,TRUE
Au0Pd82Si18,AM,TRUE
Au1Pd81Si18,AM,TRUE
Au2Pd80Si18,AM,TRUE
Au3Pd79Si18,AM,TRUE
Au4Pd78Si18,AM,TRUE
Au5Pd77Si18,AM,TRUE
Au6Pd76Si18,AM,TRUE
Au7Pd75Si18,AM,TRUE
Au8Pd74Si18,AM,TRUE
B10Be20Fe70,AM,TRUE
B20Be0Fe80,AM,TRUE
B12C12Co76,AM,TRUE
B16C4Co80,AM,TRUE
B16C8Co76,AM,TRUE
B16C12Co72,AM,TRUE
B17C0Co83,AM,TRUE
B20C4Co76,AM,TRUE
B20C8Co72,AM,TRUE
B20C12Co68,AM,TRUE
B20C16Co64,AM,TRUE
B20C20Co60,AM,TRUE
B24C4Co72,AM,TRUE
B24C8Co68,AM,TRUE
B24C12Co64,AM,TRUE
B24C16Co60,AM,TRUE
B24C20Co56,AM,TRUE
B28C4Co68,AM,TRUE
B28C8Co64,AM,TRUE
B28C12Co60,AM,TRUE
B28C16Co56,AM,TRUE
B29C0Co71,AM,TRUE
B32C2Co66,AM,TRUE
B32C4Co64,AM,TRUE
B32C8Co60,AM,TRUE
B32C12Co56,AM,TRUE
B32C16Co52,AM,TRUE
B35C0Co65,AM,TRUE
B36C2Co62,AM,TRUE
B36C4Co60,AM,TRUE
B41C0Co59,AM,TRUE
B8C12Co80,AC,FALSE
B12C4Co84,AC,FALSE
B12C8Co80,AC,FALSE
B12C16Co72,AC,FALSE
B16C16Co68,AC,FALSE
B16C20Co64,AC,FALSE
B28C20Co52,AC,FALSE
B40C2Co58,AC,FALSE
B8C4Co88,CR,FALSE
B8C8Co84,CR,FALSE
B15C0Co85,CR,FALSE
B30C0Co70,CR,FALSE
B32C20Co48,CR,FALSE
B34C0Co66,CR,FALSE
B36C8Co56,CR,FALSE
B36C12Co52,CR,FALSE
B36C16Co48,CR,FALSE
B12C12Co76,AM,TRUE
B16C12Co72,AM,TRUE
B24C4Co72,AM,TRUE
B24C12Co64,AM,TRUE
B24C16Co60,AM,TRUE
B24C20Co56,AM,TRUE
B28C12Co60,AM,TRUE
B7C7Fe86,AM,TRUE
B8C7Fe85,AM,TRUE
B8C9Fe83,AM,TRUE
B9C9Fe82,AM,TRUE
B10C5Fe85,AM,TRUE
B10C7Fe83,AM,TRUE
B10C9Fe81,AM,TRUE
B11C5Fe84,AM,TRUE
B11C7Fe82,AM,TRUE
B11C9Fe80,AM,TRUE
B12C3Fe85,AM,TRUE
B12C5Fe83,AM,TRUE
B12C7Fe81,AM,TRUE
B12C9Fe79,AM,TRUE
B14C3Fe83,AM,TRUE
B14C5Fe81,AM,TRUE
B14C7Fe79,AM,TRUE
B15C5Fe80,AM,TRUE
B16C3Fe81,AM,TRUE
B17C5Fe78,AM,TRUE
B18C3Fe79,AM,TRUE
B9C11Fe80,AM,TRUE
B11C9Fe80,AM,TRUE
B13C7Fe80,AM,TRUE
B15C5Fe80,AM,TRUE
B16C4Fe80,AM,TRUE
B17C3Fe80,AM,TRUE
B10C10Fe80,AM,TRUE
B13C7Fe80,AM,TRUE
B20C0Fe80,AM,TRUE
B18C2Fe80,AM,TRUE
B19C0Fe81,AM,TRUE
B14C5Ni81,AM,TRUE
B16C2Ni82,AM,TRUE
B16C4Ni80,AM,TRUE
B16C6Ni78,AM,TRUE
B16C8Ni76,AM,TRUE
B16C10Ni74,AM,TRUE
B18C12Ni70,AM,TRUE
B18C16Ni66,AM,TRUE
B20C2Ni78,AM,TRUE
B20C12Ni68,AM,TRUE
B20C16Ni64,AM,TRUE
B22C10Ni68,AM,TRUE
B22C12Ni66,AM,TRUE
B22C14Ni64,AM,TRUE
B22C18Ni60,AM,TRUE
B24C8Ni68,AM,TRUE
B26C6Ni68,AM,TRUE
B26C12Ni62,AM,TRUE
B26C14Ni60,AM,TRUE
B28C0Ni72,AM,TRUE
B28C2Ni70,AM,TRUE
B28C4Ni68,AM,TRUE
B28C6Ni66,AM,TRUE
B28C8Ni64,AM,TRUE
B28C10Ni62,AM,TRUE
B28C16Ni56,AM,TRUE
B30C12Ni58,AM,TRUE
B34C0Ni66,AM,TRUE
B34C6Ni60,AM,TRUE
B34C10Ni56,AM,TRUE
B34C12Ni54,AM,TRUE
B34C14Ni52,AM,TRUE
B38C0Ni62,AM,TRUE
B38C6Ni56,AM,TRUE
B38C10Ni52,AM,TRUE
B38C12Ni50,AM,TRUE
B38C14Ni48,AM,TRUE
B40C2Ni58,AM,TRUE
B40C8Ni52,AM,TRUE
B42C0Ni58,AM,TRUE
B42C2Ni56,AM,TRUE
B42C8Ni50,AM,TRUE
B42C10Ni48,AM,TRUE
B42C12Ni46,AM,TRUE
B42C14Ni44,AM,TRUE
B42C16Ni42,AM,TRUE
B46C12Ni42,AM,TRUE
B46C20Ni34,AM,TRUE
B50C12Ni38,AM,TRUE
B50C20Ni30,AM,TRUE
B55C8Ni37,AM,TRUE
B55C12Ni33,AM,TRUE
B55C16Ni29,AM,TRUE
B59C4Ni37,AM,TRUE
B11.5C10Ni78.5,AC,FALSE
B13C10Ni77,AC,FALSE
B13C12Ni75,AC,FALSE
B14C20Ni66,AC,FALSE
B15C12Ni73,AC,FALSE
B17C8Ni75,AC,FALSE
B17C16Ni67,AC,FALSE
B22C8Ni70,AC,FALSE
B26C4Ni70,AC,FALSE
B40C6Ni54,AC,FALSE
B50C8Ni42,AC,FALSE
B0C5Ni95,CR,FALSE
B0C10Ni90,CR,FALSE
B0C15Ni85,CR,FALSE
B0C20Ni80,CR,FALSE
B5C0Ni95,CR,FALSE
B5C5Ni90,CR,FALSE
B5C15Ni80,CR,FALSE
B5C20Ni75,CR,FALSE
B10C5Ni85,CR,FALSE
B10C8Ni82,CR,FALSE
B10C10Ni80,CR,FALSE
B10C15Ni75,CR,FALSE
B10C20Ni70,CR,FALSE
B12C6Ni82,CR,FALSE
B14C2Ni84,CR,FALSE
B14C16Ni70,CR,FALSE
B16C0Ni84,CR,FALSE
B18C0Ni82,CR,FALSE
B18C6Ni76,CR,FALSE
B20C0Ni80,CR,FALSE
B20C6Ni74,CR,FALSE
B20C8Ni72,CR,FALSE
B22C0Ni78,CR,FALSE
B22C2Ni76,CR,FALSE
B22C5Ni73,CR,FALSE
B24C0Ni76,CR,FALSE
B24C4Ni72,CR,FALSE
B26C0Ni74,CR,FALSE
B26C2Ni72,CR,FALSE
B40C4Ni56,CR,FALSE
B41C6Ni53,CR,FALSE
B42C0Ni58,CR,FALSE
B42.5C2.5Ni55,CR,FALSE
B44C2.5Ni53.5,CR,FALSE
B46C0Ni54,CR,FALSE
B46C4Ni50,CR,FALSE
B46C8Ni46,CR,FALSE
B48C0Ni52,CR,FALSE
B50C4Ni46,CR,FALSE
B54C0Ni46,CR,FALSE
B58C4Ni38,CR,FALSE
B20Co30Cr50,AM,TRUE
B20Co35Cr45,AM,TRUE
B20Co40Cr40,AM,TRUE
B20Co50Cr30,AM,TRUE
B20Co55Cr25,AM,TRUE
B20Co60Cr20,AM,TRUE
B20Co72Cr8,AM,TRUE
B20Co80Cr0,AM,TRUE
B20Co30Cr50,AM,TRUE
B20Co35Cr45,AM,TRUE
B20Co40Cr40,AM,TRUE
B20Co50Cr30,AM,TRUE
B20Co55Cr25,AM,TRUE
B20Co60Cr20,AM,TRUE
B20Co65Cr15,AM,TRUE
B20Co70Cr10,AM,TRUE
B20Co72Cr8,AM,TRUE
B20Co80Cr0,AM,TRUE
B18.5Co81.5Cr0,AM,TRUE
B20Co80Cr0,AM,TRUE
B25Co67.5Cr7.5,AM,TRUE
B25Co75Cr0,AM,TRUE
B30Co70Cr0,AM,TRUE
B35Co65Cr0,AM,TRUE
B40Co60Cr0,AM,TRUE
B20Co0Fe80,AM,TRUE
B20Co74Fe6,AM,TRUE
B20Co0Fe80,AM,TRUE
B20Co10Fe70,AM,TRUE
B20Co20Fe60,AM,TRUE
B20Co30Fe50,AM,TRUE
B20Co40Fe40,AM,TRUE
B20Co50Fe30,AM,TRUE
B20Co60Fe20,AM,TRUE
B20Co70Fe10,AM,TRUE
B20Co80Fe0,AM,TRUE
B16Co0Fe84,AM,TRUE
B17Co10Fe73,AM,TRUE
B20Co5Fe75,AM,TRUE
B20Co10Fe70,AM,TRUE
B20Co20Fe60,AM,TRUE
B20Co30Fe50,AM,TRUE
B20Co40Fe40,AM,TRUE
B20Co60Fe20,AM,TRUE
B20Co80Fe0,AM,TRUE
B20Co75Fe5,AM,TRUE
B17Co1Fe82,AM,TRUE
B17Co2Fe81,AM,TRUE
B17Co3Fe80,AM,TRUE
B17Co4Fe79,AM,TRUE
B17Co6Fe77,AM,TRUE
B17Co7.5Fe75.5,AM,TRUE
B17Co11.5Fe71.5,AM,TRUE
B17Co16.5Fe66.5,AM,TRUE
B17Co19Fe64,AM,TRUE
B17Co22Fe61,AM,TRUE
B17Co25Fe58,AM,TRUE
B17Co33Fe50,AM,TRUE
B17Co41.5Fe41.5,AM,TRUE
B17Co54Fe29,AM,TRUE
B17Co66.5Fe16.5,AM,TRUE
B20Co75Fe5,AM,TRUE
B9Co0Fe91,AM,TRUE
B9Co85Fe6,AM,TRUE
B17Co0Fe83,AM,TRUE
B17Co41.5Fe41.5,AM,TRUE
B17Co62Fe21,AM,TRUE
B17Co75Fe8,AM,TRUE
B17Co77Fe6,AM,TRUE
B25Co0Fe75,AM,TRUE
B25Co70Fe5,AM,TRUE
B19Co0Fe81,AM,TRUE
B20Co5Fe75,AM,TRUE
B19Co0Fe81,AM,TRUE
B20Co4Fe76,AM,TRUE
B11Co89Mn0,AM,TRUE
B12Co52.8Mn35.2,AM,TRUE
B12Co53Mn35,AM,TRUE
B12Co57Mn31,AM,TRUE
B12Co61.6Mn26.4,AM,TRUE
B12Co62Mn26,AM,TRUE
B12Co70.4Mn17.6,AM,TRUE
B12Co70.5Mn17.5,AM,TRUE
B12Co79Mn9,AM,TRUE
B12Co88Mn0,AM,TRUE
B16Co50.4Mn33.6,AM,TRUE
B16Co50.5Mn33.5,AM,TRUE
B16Co54.5Mn29.5,AM,TRUE
B16Co58.8Mn25.2,AM,TRUE
B16Co59Mn25,AM,TRUE
B16Co67Mn17,AM,TRUE
B16Co67.2Mn16.8,AM,TRUE
B16Co75Mn9,AM,TRUE
B16Co75.6Mn8.4,AM,TRUE
B16Co84Mn0,AM,TRUE
B20Co48Mn32,AM,TRUE
B20Co48Mn32,AM,TRUE
B20Co52Mn28,AM,TRUE
B20Co56Mn24,AM,TRUE
B20Co56Mn24,AM,TRUE
B20Co64Mn16,AM,TRUE
B20Co64Mn16,AM,TRUE
B20Co72Mn8,AM,TRUE
B20Co72Mn8,AM,TRUE
B20Co80Mn0,AM,TRUE
B24Co45.5Mn30.5,AM,TRUE
B24Co49.4Mn26.6,AM,TRUE
B24Co49.5Mn26.5,AM,TRUE
B24Co53Mn23,AM,TRUE
B24Co53.2Mn22.8,AM,TRUE
B24Co60.8Mn15.2,AM,TRUE
B24Co61Mn15,AM,TRUE
B24Co68Mn8,AM,TRUE
B24Co68.4Mn7.6,AM,TRUE
B24Co76Mn0,AM,TRUE
B28Co43Mn29,AM,TRUE
B28Co43.2Mn28.8,AM,TRUE
B28Co47Mn25,AM,TRUE
B28Co50Mn22,AM,TRUE
B28Co50.4Mn21.6,AM,TRUE
B28Co57.6Mn14.4,AM,TRUE
B28Co58Mn14,AM,TRUE
B28Co64.8Mn7.2,AM,TRUE
B28Co65Mn7,AM,TRUE
B28Co72Mn0,AM,TRUE
B32Co41Mn27,AM,TRUE
B32Co44Mn24,AM,TRUE
B32Co46.4Mn21.6,AM,TRUE
B32Co47Mn21,AM,TRUE
B32Co54.4Mn13.6,AM,TRUE
B32Co54.5Mn13.5,AM,TRUE
B32Co61Mn7,AM,TRUE
B32Co68Mn0,AM,TRUE
B12Co48Mn40,AM,TRUE
B12Co53Mn35,AM,TRUE
B12Co61Mn27,AM,TRUE
B12Co68Mn20,AM,TRUE
B12Co70Mn18,AM,TRUE
B16Co50Mn34,AM,TRUE
B16Co54.5Mn29.5,AM,TRUE
B16Co59Mn25,AM,TRUE
B16Co67Mn17,AM,TRUE
B16Co84Mn0,AM,TRUE
B20Co40Mn40,AM,TRUE
B20Co48Mn32,AM,TRUE
B20Co52Mn28,AM,TRUE
B20Co56Mn24,AM,TRUE
B20Co60Mn20,AM,TRUE
B20Co64Mn16,AM,TRUE
B20Co72Mn8,AM,TRUE
B20Co80Mn0,AM,TRUE
B24Co54Mn22,AM,TRUE
B24Co61Mn15,AM,TRUE
B24Co76Mn0,AM,TRUE
B28Co32Mn40,AM,TRUE
B28Co51Mn21,AM,TRUE
B28Co52Mn20,AM,TRUE
B28Co58Mn14,AM,TRUE
B28Co65Mn7,AM,TRUE
B28Co72Mn0,AM,TRUE
B32Co48Mn20,AM,TRUE
B32Co54Mn14,AM,TRUE
B32Co68Mn0,AM,TRUE
B24Co38Mn38,AM,TRUE
B24Co45.6Mn30.4,AM,TRUE
B24Co53.2Mn22.8,AM,TRUE
B24Co60.8Mn15.2,AM,TRUE
B24Co68.4Mn7.6,AM,TRUE
B12Co18Mn70,AM,TRUE
B12Co24Mn64,AM,TRUE
B12Co34Mn54,AM,TRUE
B12Co39Mn49,AM,TRUE
B12Co44Mn44,AM,TRUE
B12Co45Mn43,AM,TRUE
B12Co49Mn39,AM,TRUE
B12Co53Mn35,AM,TRUE
B12Co62Mn26,AM,TRUE
B12Co70Mn18,AM,TRUE
B16Co17Mn67,AM,TRUE
B16Co17Mn67,AM,TRUE
B16Co20Mn64,AM,TRUE
B16Co21Mn63,AM,TRUE
B16Co24.5Mn59.5,AM,TRUE
B16Co25Mn59,AM,TRUE
B16Co27Mn57,AM,TRUE
B16Co27Mn57,AM,TRUE
B16Co33Mn51,AM,TRUE
B16Co33Mn51,AM,TRUE
B16Co35Mn49,AM,TRUE
B16Co42Mn42,AM,TRUE
B16Co42Mn42,AM,TRUE
B16Co43.5Mn40.5,AM,TRUE
B16Co49Mn35,AM,TRUE
B16Co50Mn34,AM,TRUE
B16Co50Mn34,AM,TRUE
B16Co59Mn25,AM,TRUE
B16Co59Mn25,AM,TRUE
B16Co65Mn19,AM,TRUE
B16Co65.5Mn18.5,AM,TRUE
B16Co67Mn17,AM,TRUE
B16Co67Mn17,AM,TRUE
B16Co75Mn9,AM,TRUE
B16Co76Mn8,AM,TRUE
B20Co20Mn60,AM,TRUE
B20Co28.5Mn51.5,AM,TRUE
B20Co32Mn48,AM,TRUE
B20Co36.5Mn43.5,AM,TRUE
B20Co37Mn43,AM,TRUE
B20Co40Mn40,AM,TRUE
B20Co41.5Mn38.5,AM,TRUE
B20Co44Mn36,AM,TRUE
B20Co47.5Mn32.5,AM,TRUE
B20Co52Mn28,AM,TRUE
B20Co57Mn23,AM,TRUE
B24Co24Mn52,AM,TRUE
B24Co27Mn49,AM,TRUE
B24Co28Mn48,AM,TRUE
B24Co33Mn43,AM,TRUE
B24Co34Mn42,AM,TRUE
B24Co38Mn38,AM,TRUE
B24Co39Mn37,AM,TRUE
B24Co42Mn34,AM,TRUE
B24Co46.5Mn29.5,AM,TRUE
B24Co48Mn28,AM,TRUE
B24Co52Mn24,AM,TRUE
B28Co25Mn47,AM,TRUE
B28Co25Mn47,AM,TRUE
B28Co30Mn42,AM,TRUE
B28Co36Mn36,AM,TRUE
B28Co37Mn35,AM,TRUE
B28Co41Mn31,AM,TRUE
B28Co41.5Mn30.5,AM,TRUE
B28Co45Mn27,AM,TRUE
B28Co45.5Mn26.5,AM,TRUE
B31Co41Mn28,AM,TRUE
B18.5Co81.5Mn0,AM,TRUE
B20Co80Mn0,AM,TRUE
B25Co67.5Mn7.5,AM,TRUE
B25Co75Mn0,AM,TRUE
B30Co70Mn0,AM,TRUE
B35Co65Mn0,AM,TRUE
B40Co60Mn0,AM,TRUE
B11Co53.4Mn35.6,AM,TRUE
B11Co71.2Mn17.8,AM,TRUE
B20Co64Mn16,AM,TRUE
B24Co38Mn38,AM,TRUE
B24Co45.6Mn30.4,AM,TRUE
B24Co53.2Mn22.8,AM,TRUE
B24Co60.8Mn15.2,AM,TRUE
B24Co68.4Mn7.6,AM,TRUE
B24Co76Mn0,AM,TRUE
B33Co40.2Mn26.8,AM,TRUE
B33Co53.6Mn13.4,AM,TRUE
B2Co84Nb14,AM,TRUE
B5Co81Nb14,AM,TRUE
B10Co77Nb13,AM,TRUE
B6Co80Nb14,AM,TRUE
B6Co84Nb10,CR,FALSE
B6Co80Nb14,AM,TRUE
B12Co80Nb8,AM,TRUE
B34Co33Ni33,AM,TRUE
B34Co66Ni0,AM,TRUE
B7Co80P13,AM,TRUE
B7.5Co77.5Si15,AM,TRUE
B10Co75Si15,AM,TRUE
B10Co77.5Si12.5,AM,TRUE
B12.5Co77.5Si10,AM,TRUE
B12.5Co80Si7.5,AM,TRUE
B15Co70Si15,AM,TRUE
B15Co72.5Si12.5,AM,TRUE
B15Co75Si10,AM,TRUE
B15Co77.5Si7.5,AM,TRUE
B15Co80Si5,AM,TRUE
B20Co65Si15,AM,TRUE
B20Co67.5Si12.5,AM,TRUE
B20Co70Si10,AM,TRUE
B20Co72.5Si7.5,AM,TRUE
B20Co75Si5,AM,TRUE
B25Co62.5Si12.5,AM,TRUE
B25Co65Si10,AM,TRUE
B25Co67.5Si7.5,AM,TRUE
B25Co70Si5,AM,TRUE
B27.5Co65Si7.5,AM,TRUE
B30Co65Si5,AM,TRUE
B20Co62.5Si17.5,AC,FALSE
B20Co80Si0,AC,FALSE
B25Co75Si0,AC,FALSE
B30Co70Si0,AC,FALSE
B5Co75Si20,CR,FALSE
B10Co70Si20,CR,FALSE
B10Co80Si10,CR,FALSE
B10Co82Si8,CR,FALSE
B10Co85Si5,CR,FALSE
B12.5Co80.5Si7,CR,FALSE
B14Co82Si4,CR,FALSE
B15Co65Si20,CR,FALSE
B15Co85Si0,CR,FALSE
B20Co60Si20,CR,FALSE
B22.5Co60Si17.5,CR,FALSE
B12Co78Si10,AM,TRUE
B15Co72.5Si12.5,AM,TRUE
B10Co75Si15,AM,TRUE
B12.5Co75Si12.5,AM,TRUE
B17.5Co75Si7.5,AM,TRUE
B20Co75Si5,AM,TRUE
B11Co78Si11,AM,TRUE
B13.5Co73Si13.5,AM,TRUE
B14.75Co70.5Si14.75,AM,TRUE
B16Co68Si16,AM,TRUE
B14Co80Si6,AM,TRUE
B10Co20Ti70,AM,TRUE
B18Co66Ti16,AM,TRUE
B18Co70Ti12,AM,TRUE
B18Co74Ti8,AM,TRUE
B18Co78Ti4,AM,TRUE
B20Co64Ti16,AM,TRUE
